call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_policy_skill,rep_burnout_level,rep_calls_handled,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0013720,0,,2025-03-26,Billing Dispute,,unresolvable_clean,C0007028,A0007028,REP00204,Leah Cook,NovaWireless,General Support,Call Center,28,low,0.7057,570.7,normal,644,0.2641,0.6389,0.3664,1,False,False,False,False,False,False,True,True,True,False,False,True,24.23,service_credit,True,3,56.58,3,0.232747,0.325846,85.100502,0.450157,0
CALL-0013721,1,CALL-0013720,2025-03-15,Device Issue,,unresolvable_clean,C0007028,A0007028,REP00216,Jace Lopez,NovaWireless,General Support,Call Center,29,medium,0.4731,538.8,high,722,0.4389,0.1369,0.5489,1,False,False,False,False,False,False,False,True,True,True,True,False,0.0,none,True,3,56.58,3,0.232747,0.325846,85.05050200000001,0.450157,0
CALL-0013722,0,,2025-03-12,Billing Dispute,,unresolvable_clean,C0000476,A0000476,REP00034,Lucy Singh,NovaWireless,General Support,Call Center,23,medium,0.5694,565.27,low,511,0.4003,0.3447,0.5018,1,False,False,False,False,False,False,False,False,False,False,False,True,21.17,service_credit,True,0,91.74,2,0.259496,0.363294,77.38235900000001,0.839309,1
CALL-0013723,0,,2025-03-29,Network Coverage,,clean,C0001873,A0001873,REP00129,Claire Price,NovaWireless,General Support,Call Center,25,medium,0.5778,574.09,normal,509,0.3165,0.3629,0.4565,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,68,44.88,1,0.217296,0.217296,77.8867,0.806733,0
CALL-0013724,0,,2025-03-23,Network Coverage,,unresolvable_clean,C0005344,A0005344,REP00015,Quinn Anderson,NovaWireless,General Support,Call Center,31,medium,0.6721,546.75,normal,585,0.2574,0.5664,0.3716,1,False,False,False,False,False,False,False,True,False,False,False,True,23.74,service_credit,True,25,57.19,2,0.283622,0.397071,71.460207,0.30917,1
CALL-0013725,0,,2025-03-01,Device Issue,,clean,C0008884,A0008884,REP00207,Ari Cruz,NovaWireless,General Support,Call Center,33,medium,0.4106,537.72,normal,574,0.4291,0.002,0.4835,1,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,7,80.27,1,0.232805,0.232805,57.364665,0.223747,1
CALL-0013726,0,,2025-03-07,Account Inquiry,Add a line,line_add_legitimate,C0004651,A0004651,REP00126,Nicholas Walker,NovaWireless,General Support,Call Center,38,low,0.6358,542.96,high,866,0.2816,0.4881,0.3192,1,False,False,False,False,False,False,True,True,False,True,False,False,0.0,none,True,55,118.75,3,0.395506,0.33618,74.342141,0.395852,1
CALL-0013727,1,CALL-0013726,2025-03-28,Account Inquiry,Add a line,line_add_legitimate,C0004651,A0004651,REP00026,Anthony Baker,NovaWireless,General Support,Call Center,37,medium,0.6337,529.44,normal,536,0.3483,0.4835,0.4775,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,55,118.75,3,0.395506,0.33618,74.342141,0.395852,1
CALL-0013728,0,,2025-03-09,Promotion Inquiry,,clean,C0000793,A0000793,REP00220,Leah Edwards,NovaWireless,General Support,Call Center,29,medium,0.6909,478.82,low,422,0.3353,0.607,0.4029,1,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,6,93.99,2,0.019383,0.019383,66.216982,0.585268,0
CALL-0013729,0,,2025-03-05,Device Issue,,unresolvable_clean,C0007009,A0007009,REP00201,Alexa Murphy,NovaWireless,General Support,Call Center,38,medium,0.6558,534.67,normal,625,0.2894,0.5312,0.4521,1,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,7,74.76,1,0.284041,0.397657,89.744737,0.712888,0
