call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_policy_skill,rep_burnout_level,rep_calls_handled,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0041121,0,,2025-07-10,Account Inquiry,,clean,C0002421,A0002421,REP00200,Kimberly Richardson,NovaWireless,General Support,Call Center,30,low,0.6822,526.58,low,486,0.2885,0.5882,0.3847,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,3,65.89,2,0.220741,0.220741,74.965644,0.633872,0
CALL-0041122,0,,2025-07-24,Account Inquiry,,gamed_metric,C0002125,A0002125,REP00210,Robert Lee,NovaWireless,General Support,Call Center,27,medium,0.5354,512.17,normal,494,0.3217,0.2714,0.3495,1,False,False,False,False,False,True,False,True,False,True,False,True,13.79,bandaid,False,23,77.56,2,0.296082,0.370103,69.59965700000001,0.539796,0
CALL-0041123,1,CALL-0041122,2025-07-10,Account Inquiry,,gamed_metric,C0002125,A0002125,REP00047,Isaiah Peterson,NovaWireless,General Support,Call Center,36,low,0.6361,531.56,normal,492,0.2828,0.4887,0.3013,1,False,False,True,False,False,True,True,True,False,False,True,True,13.54,bandaid,False,23,77.56,2,0.296082,0.370103,69.51965700000001,0.539796,0
CALL-0041124,0,,2025-07-19,Billing Dispute,,clean,C0000559,A0000559,REP00225,Brittany Hall,NovaWireless,General Support,Call Center,22,low,0.7186,568.59,normal,531,0.2698,0.6668,0.2885,1,False,False,False,False,False,False,True,True,False,False,False,True,10.41,courtesy,True,33,64.21,3,0.171257,0.171257,64.923674,0.67764,0
CALL-0041125,0,,2025-07-29,Promotion Inquiry,,clean,C0008200,A0008200,REP00052,Kevin Ramirez,NovaWireless,General Support,Call Center,25,low,0.6333,550.54,normal,581,0.4126,0.4827,0.4795,1,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,1,78.12,3,0.34069,0.34069,55.250816,0.801498,0
CALL-0041126,0,,2025-07-07,Billing Dispute,Line added without consent,fraud_line_add,C0009645,A0009645,REP00116,Ava Roberts,NovaWireless,General Support,Call Center,34,low,0.7156,526.98,normal,655,0.217,0.6603,0.2931,1,False,False,False,True,True,False,True,False,True,False,False,True,33.26,dispute_credit,True,48,62.25,1,0.301709,0.527991,63.489844,0.61635,0
CALL-0041127,1,CALL-0041126,2025-07-19,Billing Dispute,Line added without consent,fraud_line_add,C0009645,A0009645,REP00185,Gabriella Diaz,NovaWireless,General Support,Call Center,35,low,0.7072,505.03,peak,1051,0.333,0.6422,0.3227,1,False,False,False,True,True,False,False,True,True,False,True,True,39.72,dispute_credit,True,48,62.25,1,0.301709,0.527991,63.309844,0.61635,0
CALL-0041128,0,,2025-07-10,Billing Dispute,Line added without consent,fraud_line_add,C0006931,A0006931,REP00248,Emma Jackson,NovaWireless,General Support,Call Center,31,medium,0.5342,576.05,normal,850,0.3047,0.2688,0.4652,1,True,False,False,True,True,True,False,True,True,False,False,True,30.97,dispute_credit,True,10,77.74,1,0.287888,0.503804,87.42049499999999,0.295003,1
CALL-0041129,1,CALL-0041128,2025-07-12,Billing Dispute,Line added without consent,fraud_line_add,C0006931,A0006931,REP00181,Christian Singh,NovaWireless,General Support,Call Center,28,low,0.7187,490.01,low,505,0.3361,0.667,0.2953,1,True,False,False,True,True,False,False,True,False,False,True,True,38.72,dispute_credit,True,10,77.74,1,0.287888,0.503804,87.24049499999998,0.295003,1
CALL-0041130,0,,2025-07-03,Account Inquiry,,clean,C0002465,A0002465,REP00205,Maya Scott,NovaWireless,General Support,Call Center,42,medium,0.6547,555.82,normal,469,0.4894,0.5288,0.5247,1,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,10,36.02,1,0.225107,0.225107,49.314813,0.701543,1
