call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_policy_skill,rep_burnout_level,rep_calls_handled,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0034255,0,,2025-06-27,Device Issue,,clean,C0005177,A0005177,REP00021,Elizabeth Khan,NovaWireless,General Support,Call Center,26,medium,0.6536,522.73,normal,504,0.2395,0.5265,0.3894,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,3,61.86,1,0.236236,0.236236,68.86563,0.350882,0
CALL-0034256,0,,2025-06-09,Network Coverage,,clean,C0002152,A0002152,REP00139,Makayla Cooper,NovaWireless,General Support,Call Center,24,low,0.6591,495.89,normal,513,0.2359,0.5383,0.2503,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,10,91.52,2,0.151846,0.151846,73.51227,0.546266,0
CALL-0034257,0,,2025-06-17,Device Issue,,clean,C0008142,A0008142,REP00070,Sara Cooper,NovaWireless,General Support,Call Center,40,low,0.6717,474.93,normal,451,0.3348,0.5655,0.3173,1,False,False,True,False,False,False,True,True,False,False,False,False,0.0,none,True,5,50.15,4,0.231226,0.231226,88.283238,0.403062,0
CALL-0034258,0,,2025-06-19,Account Inquiry,,clean,C0004457,A0004457,REP00093,Jose Williams,NovaWireless,General Support,Call Center,37,medium,0.5725,545.29,normal,599,0.29,0.3514,0.4651,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,3,87.69,3,0.317992,0.317992,91.627303,0.476172,0
CALL-0034259,0,,2025-06-10,Device Issue,,clean,C0005430,A0005430,REP00044,Jeremiah Wilson,NovaWireless,General Support,Call Center,29,low,0.7055,505.83,normal,484,0.224,0.6385,0.3478,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,33,58.38,0,0.255376,0.255376,61.9864,0.421169,1
CALL-0034260,0,,2025-06-28,Network Coverage,,clean,C0002911,A0002911,REP00039,Mason Garcia,NovaWireless,General Support,Call Center,18,low,0.6237,542.82,peak,546,0.2422,0.4619,0.331,1,False,False,False,False,False,False,True,True,True,False,True,False,0.0,none,True,42,71.81,2,0.165801,0.165801,77.011978,0.732781,0
CALL-0034261,1,CALL-0034260,2025-06-05,Billing Dispute,,clean,C0002911,A0002911,REP00189,Alex Martin,NovaWireless,General Support,Call Center,36,medium,0.579,586.83,normal,484,0.4074,0.3655,0.4847,1,False,False,False,False,False,False,True,True,True,False,False,False,0.0,none,True,42,71.81,2,0.165801,0.165801,77.011978,0.732781,0
CALL-0034262,0,,2025-06-10,Promotion Inquiry,,clean,C0000216,A0000216,REP00055,Ashton Richardson,NovaWireless,General Support,Call Center,31,low,0.6624,559.78,normal,436,0.3802,0.5455,0.3819,1,False,False,True,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,42,53.07,3,0.310006,0.310006,77.963498,0.318638,1
CALL-0034263,0,,2025-06-02,International/Roaming,,clean,C0007468,A0007468,REP00110,Brianna Hall,NovaWireless,General Support,Call Center,30,medium,0.5896,533.1,high,644,0.2531,0.3883,0.3987,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,4,28.75,1,0.193835,0.193835,67.406076,0.806031,0
CALL-0034264,0,,2025-06-17,Promotion Inquiry,,clean,C0002081,A0002081,REP00186,Madison Peterson,NovaWireless,General Support,Call Center,20,medium,0.6535,596.12,normal,624,0.3996,0.5263,0.5892,1,False,False,False,False,False,False,True,True,False,True,False,True,10.0,courtesy,True,22,87.79,3,0.224233,0.224233,82.528818,0.429972,1
CALL-0034265,1,CALL-0034264,2025-06-18,Promotion Inquiry,,clean,C0002081,A0002081,REP00047,Isaiah Peterson,NovaWireless,General Support,Call Center,36,low,0.6361,531.56,low,409,0.2718,0.4887,0.2858,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,22,87.79,3,0.224233,0.224233,82.528818,0.429972,1
CALL-0034266,0,,2025-06-25,Promotion Inquiry,Promo not applied,fraud_store_promo,C0005220,A0005220,REP00119,Logan Kim,NovaWireless,General Support,Call Center,30,medium,0.7884,535.51,normal,661,0.3744,0.8174,0.4892,1,False,False,True,False,False,True,False,False,True,True,True,True,25.0,dispute_credit,True,6,20.05,1,0.168951,0.253426,97.23221199999999,0.814598,0
