call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_policy_skill,rep_burnout_level,rep_calls_handled,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0047982,0,,2025-08-11,Device Issue,Device activation,activation_clean,C0003160,A0003160,REP00124,Dakota Garcia,NovaWireless,General Support,Call Center,24,medium,0.5836,547.66,high,577,0.3291,0.3754,0.4674,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,0,42.24,1,0.222771,0.200494,78.115393,0.600581,0
CALL-0047983,0,,2025-08-01,Device Issue,,clean,C0001652,A0001652,REP00013,Amelia Collins,NovaWireless,General Support,Call Center,31,medium,0.7031,531.84,normal,512,0.195,0.6333,0.3495,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,6,76.65,1,0.239329,0.239329,62.796616,0.850426,0
CALL-0047984,0,,2025-08-20,Billing Dispute,,clean,C0004016,A0004016,REP00243,Christian Parker,NovaWireless,General Support,Call Center,38,high,0.6102,582.75,peak,831,0.396,0.4328,0.5748,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,28,103.55,1,0.159788,0.159788,51.13794,0.221352,0
CALL-0047985,0,,2025-08-17,Device Issue,Device activation,activation_clean,C0004966,A0004966,REP00244,Adrian King,NovaWireless,General Support,Call Center,32,medium,0.5373,558.13,low,581,0.4278,0.2755,0.4688,1,False,False,False,False,False,False,False,True,True,False,False,False,0.0,none,True,8,89.6,1,0.10937,0.098433,78.890722,0.734041,0
CALL-0047986,1,CALL-0047985,2025-08-13,Device Issue,Device activation,activation_clean,C0004966,A0004966,REP00012,Andre Turner,NovaWireless,General Support,Call Center,39,low,0.6702,521.4,high,590,0.3791,0.5623,0.3507,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,8,89.6,1,0.10937,0.098433,78.890722,0.734041,0
CALL-0047987,0,,2025-08-22,Promotion Inquiry,,clean,C0000872,A0000872,REP00126,Nicholas Walker,NovaWireless,General Support,Call Center,38,low,0.6358,542.96,normal,614,0.2816,0.4881,0.3192,1,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,1,48.43,1,0.314533,0.314533,74.290503,0.734774,0
CALL-0047988,0,,2025-08-13,Promotion Inquiry,Promo not applied,fraud_store_promo,C0009103,A0009103,REP00231,George Smith,NovaWireless,General Support,Call Center,24,medium,0.6463,558.86,normal,616,0.3195,0.5107,0.4315,1,False,False,True,False,False,False,False,True,False,True,True,True,25.0,dispute_credit,True,19,71.62,1,0.347918,0.521877,90.316651,0.666051,0
CALL-0047989,1,CALL-0047988,2025-08-30,Promotion Inquiry,Promo not applied,fraud_store_promo,C0009103,A0009103,REP00065,Grace Edwards,NovaWireless,General Support,Call Center,23,medium,0.7506,515.19,low,604,0.2701,0.7358,0.4428,1,False,False,True,False,False,False,False,False,True,False,False,True,25.0,dispute_credit,True,19,71.62,1,0.347918,0.521877,90.19665099999999,0.666051,0
CALL-0047990,0,,2025-08-27,Promotion Inquiry,Eligibility question,fraud_care_promo,C0004881,A0004881,REP00224,Jayden Gupta,NovaWireless,General Support,Call Center,42,medium,0.6082,538.95,high,861,0.3565,0.4285,0.4154,1,False,False,True,False,False,True,False,True,False,False,False,False,0.0,none,True,0,54.77,0,0.283863,0.383215,66.49582500000001,0.605331,0
CALL-0047991,0,,2025-08-15,Billing Dispute,,clean,C0000353,A0000353,REP00195,Elliot Ortiz,NovaWireless,General Support,Call Center,26,medium,0.6886,522.62,low,353,0.2931,0.602,0.4089,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,30,53.08,2,0.205436,0.205436,76.810206,0.663799,0
