call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_policy_skill,rep_burnout_level,rep_calls_handled,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0054866,0,,2025-09-10,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0007935,A0007935,REP00219,Liam James,NovaWireless,General Support,Call Center,28,medium,0.6817,540.07,normal,947,0.2562,0.5871,0.5402,1,False,True,False,True,True,False,False,True,False,True,True,True,36.8,fee_waiver,True,26,90.72,1,0.282481,0.45197,66.99622199999999,0.382435,0
CALL-0054867,1,CALL-0054866,2025-09-02,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0007935,A0007935,REP00222,Amy Brooks,NovaWireless,General Support,Call Center,34,medium,0.6523,588.39,normal,876,0.2663,0.5237,0.4626,1,False,True,False,False,True,False,False,True,False,True,False,True,46.43,fee_waiver,True,26,90.72,1,0.282481,0.45197,66.84622199999998,0.382435,0
CALL-0054868,0,,2025-09-07,Device Issue,,clean,C0002313,A0002313,REP00170,Charles Sanders,NovaWireless,General Support,Call Center,42,medium,0.6001,591.64,normal,460,0.3025,0.411,0.5287,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,14,62.52,1,0.246528,0.246528,53.229343,0.535685,1
CALL-0054869,0,,2025-09-29,International/Roaming,,unresolvable_clean,C0006643,A0006643,REP00202,Joseph Cook,NovaWireless,General Support,Call Center,25,low,0.7588,504.09,normal,651,0.1282,0.7535,0.3647,1,False,False,False,False,False,False,False,True,False,False,False,True,23.68,service_credit,True,5,26.73,1,0.424203,0.593884,69.20948200000001,0.592313,0
CALL-0054870,0,,2025-09-16,Billing Dispute,,clean,C0000268,A0000268,REP00240,Andrea Scott,NovaWireless,General Support,Call Center,28,medium,0.6653,532.54,normal,592,0.2442,0.5517,0.4327,1,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,3,97.02,2,0.245616,0.245616,88.745426,0.339008,1
CALL-0054871,0,,2025-09-04,Device Issue,,unresolvable_clean,C0001751,A0001751,REP00006,Nicholas Khan,NovaWireless,General Support,Call Center,36,medium,0.7375,535.48,normal,717,0.2523,0.7075,0.4073,1,False,False,False,False,False,False,False,True,False,False,True,False,0.0,none,True,34,118.32,1,0.289879,0.405831,85.47998100000001,0.861417,0
CALL-0054872,0,,2025-09-23,Device Issue,,clean,C0002963,A0002963,REP00003,Finn Foster,NovaWireless,General Support,Call Center,42,medium,0.6446,565.85,normal,497,0.2004,0.507,0.4532,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,9,48.18,2,0.124241,0.124241,70.081948,0.67432,0
CALL-0054873,0,,2025-09-17,Account Inquiry,,clean,C0008250,A0008250,REP00234,Samantha Hill,NovaWireless,General Support,Call Center,36,medium,0.583,515.54,high,553,0.4717,0.3741,0.3448,1,False,False,False,False,False,False,True,True,True,False,False,False,0.0,none,True,3,20.67,1,0.318844,0.318844,72.809756,0.797249,1
CALL-0054874,1,CALL-0054873,2025-09-19,Device Issue,,clean,C0008250,A0008250,REP00177,Thomas Evans,NovaWireless,General Support,Call Center,33,low,0.6127,585.97,low,411,0.2563,0.4382,0.4333,1,False,True,False,False,False,False,True,True,False,True,False,False,0.0,none,True,3,20.67,1,0.318844,0.318844,72.809756,0.797249,1
CALL-0054875,0,,2025-09-18,Promotion Inquiry,,unresolvable_clean,C0000449,A0000449,REP00250,Noah Ross,NovaWireless,General Support,Call Center,21,medium,0.6781,480.3,normal,657,0.2506,0.5793,0.3946,1,False,False,False,False,False,False,False,False,True,False,False,False,0.0,none,True,0,87.41,2,0.190036,0.26605,83.03940800000001,0.615613,1
CALL-0054876,1,CALL-0054875,2025-09-25,Billing Dispute,,unresolvable_clean,C0000449,A0000449,REP00201,Alexa Murphy,NovaWireless,General Support,Call Center,38,medium,0.6558,534.67,normal,738,0.2684,0.5312,0.4676,1,False,False,False,False,False,False,False,False,True,False,True,True,23.69,service_credit,True,0,87.41,2,0.190036,0.26605,82.98940800000001,0.615613,1
CALL-0054877,0,,2025-09-20,Network Coverage,,clean,C0004489,A0004489,REP00190,Clara Bell,NovaWireless,General Support,Call Center,48,medium,0.6556,484.73,peak,659,0.2414,0.5308,0.3429,1,False,False,False,False,False,False,True,True,True,False,False,False,0.0,none,True,3,107.74,1,0.13408,0.13408,58.1609,0.325932,0
CALL-0054878,1,CALL-0054877,2025-09-18,Billing Dispute,,clean,C0004489,A0004489,REP00118,Caleb Gupta,NovaWireless,General Support,Call Center,24,medium,0.7831,511.62,normal,408,0.2455,0.806,0.4527,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,3,107.74,1,0.13408,0.13408,58.1609,0.325932,0
CALL-0054879,0,,2025-09-10,Billing Dispute,,gamed_metric,C0003504,A0003504,REP00226,Casey Rogers,NovaWireless,General Support,Call Center,39,low,0.6283,502.66,high,529,0.2586,0.4719,0.2875,1,False,False,False,False,False,True,False,True,False,True,False,True,12.7,bandaid,False,26,54.57,1,0.403097,0.503871,67.662677,0.558525,1
CALL-0054880,1,CALL-0054879,2025-09-23,Network Coverage,,gamed_metric,C0003504,A0003504,REP00205,Maya Scott,NovaWireless,General Support,Call Center,42,medium,0.6547,555.82,peak,496,0.4994,0.5288,0.5247,1,False,False,False,False,False,True,False,True,False,True,False,True,12.61,bandaid,False,26,54.57,1,0.403097,0.503871,67.582677,0.558525,1
CALL-0054881,0,,2025-09-09,Network Coverage,,clean,C0000444,A0000444,REP00091,Landon Chen,NovaWireless,General Support,Call Center,36,low,0.6996,502.38,normal,389,0.2929,0.6258,0.309,1,False,False,True,False,False,False,True,True,False,False,False,False,0.0,none,True,7,75.07,1,0.090587,0.090587,69.608456,0.710572,0
CALL-0054882,0,,2025-09-03,Network Coverage,,unresolvable_clean,C0002736,A0002736,REP00028,Gavin Thomas,NovaWireless,General Support,Call Center,23,medium,0.7091,561.46,normal,574,0.3501,0.6463,0.5335,1,False,False,False,False,False,False,False,True,False,True,False,True,24.63,service_credit,True,23,72.48,2,0.335975,0.470365,75.012297,0.138405,1
CALL-0054883,1,CALL-0054882,2025-09-12,Account Inquiry,,unresolvable_clean,C0002736,A0002736,REP00103,Jeremiah Murphy,NovaWireless,General Support,Call Center,28,low,0.6757,526.65,normal,537,0.2605,0.5742,0.2639,1,False,False,False,False,False,False,False,True,False,False,False,True,23.86,service_credit,True,23,72.48,2,0.335975,0.470365,74.962297,0.138405,1
CALL-0054884,0,,2025-09-13,Network Coverage,,unresolvable_clean,C0007487,A0007487,REP00083,Christian Lewis,NovaWireless,General Support,Call Center,40,medium,0.5648,573.29,low,696,0.3328,0.3348,0.5759,1,False,True,False,False,False,False,True,False,False,True,True,True,23.19,service_credit,True,6,94.29,2,0.432,0.6048,64.500066,0.513541,0
CALL-0054885,1,CALL-0054884,2025-09-16,Billing Dispute,,unresolvable_clean,C0007487,A0007487,REP00234,Samantha Hill,NovaWireless,General Support,Call Center,36,medium,0.583,515.54,peak,672,0.4917,0.3753,0.3443,2,False,False,False,False,False,False,False,True,False,False,False,True,21.19,service_credit,True,6,94.29,2,0.432,0.6048,64.450066,0.513541,0
CALL-0054886,0,,2025-09-14,International/Roaming,,clean,C0008706,A0008706,REP00132,Penelope Kaur,NovaWireless,General Support,Call Center,26,medium,0.54,541.31,normal,427,0.3877,0.2813,0.4651,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,17,82.03,2,0.316324,0.316324,74.386473,0.57168,0
