call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_policy_skill,rep_burnout_level,rep_calls_handled,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0068582,0,,2025-11-08,Billing Dispute,,clean,C0005342,A0005342,REP00076,Logan Shah,NovaWireless,General Support,Call Center,33,medium,0.615,582.14,high,631,0.4035,0.4432,0.4795,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,11,43.37,1,0.386307,0.386307,78.354341,0.519767,0
CALL-0068583,0,,2025-11-05,Account Inquiry,Add a line,line_add_legitimate,C0005613,A0005613,REP00008,Mia Morales,NovaWireless,General Support,Call Center,36,high,0.6026,584.11,normal,633,0.303,0.4164,0.5348,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,6,87.33,2,0.146152,0.124229,58.530319,0.63547,0
CALL-0068584,0,,2025-11-27,Device Issue,,unresolvable_clean,C0007542,A0007542,REP00146,Anita Jenkins,NovaWireless,General Support,Call Center,34,low,0.7723,500.49,low,444,0.2152,0.7827,0.3926,1,True,False,False,False,False,False,False,True,True,False,True,True,20.5,service_credit,True,14,58.02,1,0.279728,0.391619,78.380871,0.5904,0
CALL-0068585,1,CALL-0068584,2025-11-01,Account Inquiry,,unresolvable_clean,C0007542,A0007542,REP00166,Elijah Rodriguez,NovaWireless,General Support,Call Center,27,medium,0.5961,524.36,normal,769,0.228,0.4024,0.4534,1,False,False,False,False,False,False,False,False,True,False,False,True,22.77,service_credit,True,14,58.02,1,0.279728,0.391619,78.330871,0.5904,0
CALL-0068586,0,,2025-11-06,Account Inquiry,,gamed_metric,C0002525,A0002525,REP00166,Elijah Rodriguez,NovaWireless,General Support,Call Center,27,medium,0.5961,524.36,normal,515,0.258,0.4036,0.4529,2,False,False,False,False,False,True,False,True,False,False,False,True,11.4,bandaid,False,55,80.61,3,0.24431,0.305387,62.732783000000005,0.551731,0
CALL-0068587,0,,2025-11-22,Billing Dispute,,clean,C0008795,A0008795,REP00012,Andre Turner,NovaWireless,General Support,Call Center,39,low,0.6702,521.4,low,382,0.3791,0.5623,0.3507,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,27,71.18,2,0.259815,0.259815,66.33721,0.850249,0
CALL-0068588,0,,2025-11-06,Billing Dispute,,clean,C0007309,A0007309,REP00037,Clara Harris,NovaWireless,General Support,Call Center,41,medium,0.6182,531.3,peak,741,0.3673,0.4501,0.4819,1,False,False,False,False,False,False,False,True,False,False,True,True,11.87,courtesy,True,10,52.47,2,0.412657,0.412657,68.777088,0.311691,0
CALL-0068589,0,,2025-11-23,Billing Dispute,Line added without consent,fraud_line_add,C0005541,A0005541,REP00029,Caleb Butler,NovaWireless,General Support,Call Center,26,medium,0.5558,552.22,normal,934,0.3308,0.3154,0.5155,1,False,True,False,True,True,False,False,True,False,False,False,True,44.54,dispute_credit,True,64,55.5,1,0.148334,0.259584,60.635515,0.458879,0
CALL-0068590,0,,2025-11-19,Device Issue,Activation failed,activation_failed,C0003400,A0003400,REP00210,Robert Lee,NovaWireless,General Support,Call Center,27,medium,0.5354,512.17,normal,853,0.2907,0.2714,0.3495,1,True,False,False,False,False,False,False,False,True,True,False,True,9.16,service_credit,True,26,40.36,2,0.43226,0.583551,68.33382399999999,0.42965,1
CALL-0068591,1,CALL-0068590,2025-11-24,Device Issue,Activation failed,activation_failed,C0003400,A0003400,REP00232,Alexis Alvarez,NovaWireless,General Support,Call Center,30,low,0.6036,511.56,normal,802,0.4242,0.4186,0.4015,1,False,False,False,False,False,False,False,True,False,True,False,True,6.31,service_credit,True,26,40.36,2,0.43226,0.583551,68.29382399999999,0.42965,1
CALL-0068592,1,CALL-0068590,2025-11-10,Device Issue,Activation failed,activation_failed,C0003400,A0003400,REP00127,John Carter,NovaWireless,General Support,Call Center,26,low,0.6684,519.54,peak,858,0.2743,0.5584,0.3669,1,False,False,False,False,False,False,False,True,True,False,False,True,8.81,service_credit,True,26,40.36,2,0.43226,0.583551,68.25382399999998,0.42965,1
CALL-0068593,0,,2025-11-24,Device Issue,Activation failed,activation_failed,C0006596,A0006596,REP00023,Laura Lopez,NovaWireless,General Support,Call Center,28,high,0.6229,537.53,normal,858,0.4094,0.4602,0.5193,1,False,False,False,False,False,False,False,False,True,False,False,True,5.65,service_credit,True,16,74.6,1,0.140438,0.189591,55.198524,0.436615,0
CALL-0068594,1,CALL-0068593,2025-11-04,Device Issue,Activation failed,activation_failed,C0006596,A0006596,REP00140,Mateo Jones,NovaWireless,General Support,Call Center,23,medium,0.6587,491.46,high,768,0.3758,0.5375,0.4234,1,True,False,False,False,False,False,False,False,True,False,True,True,8.82,service_credit,True,16,74.6,1,0.140438,0.189591,55.158524,0.436615,0
CALL-0068595,0,,2025-11-14,Billing Dispute,,clean,C0000294,A0000294,REP00228,Hayden Castillo,NovaWireless,General Support,Call Center,32,low,0.7096,524.61,normal,430,0.2615,0.6473,0.4076,1,False,False,False,False,False,False,True,True,False,False,False,True,13.09,courtesy,True,4,28.77,2,0.234668,0.234668,84.201607,0.577018,0
CALL-0068596,0,,2025-11-13,Device Issue,Device activation,activation_clean,C0009409,A0009409,REP00146,Anita Jenkins,NovaWireless,General Support,Call Center,34,low,0.7723,500.49,low,388,0.2142,0.7831,0.3921,2,False,False,False,False,False,False,True,True,True,False,False,False,0.0,none,True,43,49.74,2,0.329004,0.296104,79.592669,0.318573,1
CALL-0068597,1,CALL-0068596,2025-11-03,Device Issue,Device activation,activation_clean,C0009409,A0009409,REP00245,Carter Gomez,NovaWireless,General Support,Call Center,36,medium,0.6927,524.02,normal,641,0.2922,0.6109,0.3685,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,43,49.74,2,0.329004,0.296104,79.592669,0.318573,1
CALL-0068598,0,,2025-11-26,Device Issue,,gamed_metric,C0000261,A0000261,REP00188,Diego Lee,NovaWireless,General Support,Call Center,31,medium,0.6598,534.7,low,346,0.2867,0.5398,0.4022,1,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,10,89.29,1,0.272467,0.340584,80.952088,0.442972,0
CALL-0068599,0,,2025-11-18,Promotion Inquiry,Promo not applied,fraud_store_promo,C0001970,A0001970,REP00117,Andre Rivera,NovaWireless,General Support,Call Center,28,medium,0.6614,527.98,normal,798,0.3033,0.5433,0.5066,1,False,False,True,False,False,False,False,True,False,True,True,True,25.0,dispute_credit,True,15,21.68,0,0.17759,0.266385,77.095766,0.425692,1
CALL-0068600,1,CALL-0068599,2025-11-21,Promotion Inquiry,Promo not applied,fraud_store_promo,C0001970,A0001970,REP00241,James Lewis,NovaWireless,General Support,Call Center,36,high,0.6137,612.31,normal,752,0.4382,0.4404,0.4661,1,False,False,True,False,False,True,False,True,False,True,False,True,25.0,dispute_credit,True,15,21.68,0,0.17759,0.266385,76.975766,0.425692,1
CALL-0068601,0,,2025-11-26,Account Inquiry,,clean,C0001108,A0001108,REP00139,Makayla Cooper,NovaWireless,General Support,Call Center,24,low,0.6591,495.89,high,514,0.2359,0.5383,0.2503,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,17,40.98,1,0.144065,0.144065,79.683572,0.484108,0
CALL-0068602,0,,2025-11-06,Promotion Inquiry,,gamed_metric,C0005160,A0005160,REP00006,Nicholas Khan,NovaWireless,General Support,Call Center,36,medium,0.7375,535.48,normal,499,0.2523,0.7075,0.3918,1,False,False,False,False,False,False,False,True,False,True,False,False,0.0,none,True,1,99.39,2,0.191638,0.239547,88.23812,0.216801,0
CALL-0068603,1,CALL-0068602,2025-11-23,Promotion Inquiry,,gamed_metric,C0005160,A0005160,REP00202,Joseph Cook,NovaWireless,General Support,Call Center,25,low,0.7588,504.09,high,409,0.1282,0.7535,0.3647,1,False,True,False,False,False,True,False,True,True,True,False,False,0.0,none,True,1,99.39,2,0.191638,0.239547,88.15812,0.216801,0
CALL-0068604,0,,2025-11-07,Billing Dispute,,clean,C0001287,A0001287,REP00064,Eleanor Lewis,NovaWireless,General Support,Call Center,42,medium,0.6566,529.41,peak,747,0.2011,0.5329,0.4092,1,False,False,False,False,False,False,True,True,False,False,False,True,11.86,courtesy,True,23,85.15,1,0.205742,0.205742,66.144143,0.574686,0
